성별,차유뮤,부동산유무,자녀수,연간소득,소득분류,교육,가정,집,업무용핸드폰유무,핸드폰유무,이메일유무,직업유형,가족수,신용등급,나이,연차,카드발급년수,능력,가족평균수입
1,1,0,0,16.275099485238066,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,1.0,31,5,3.0,6.676062606631556,10.714439990727769
0,0,1,1,15.98741744127631,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3.0,1.0,38,9,0.0,3.882210847184678,10.021315031649332
1,1,0,0,17.191390165830175,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,2.0,27,7,2.0,17.90973493592295,11.630717389475995
0,0,1,1,16.96824662306297,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Security staff,3.0,0.0,45,1,0.0,10.388411150227968,11.002116507732017
0,0,1,1,16.834715236543456,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Waiters/barmen staff,2.0,1.0,34,3,0.0,11.229145871952088,11.274046255019954
0,1,1,0,16.96824662306297,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,no_working,2.0,1.0,43,13,0.0,8.560422314167498,11.407576060361786
0,1,1,0,17.086029653971018,Working,Higher education,Widow,House / apartment,0,0,0,Managers,1.0,2.0,32,4,1.0,15.005557613931085,12.218500103788143
1,1,1,1,17.191390165830175,State servant,Higher education,Married,House / apartment,0,1,0,Core staff,3.0,2.0,34,6,2.0,14.982021574111068,11.225256725762893
1,1,1,0,17.191390165830175,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,0.0,49,9,2.0,10.572811428034397,11.630717389475995
0,0,0,0,16.834715236543456,Commercial associate,Higher education,Married,With parents,0,1,0,no_working,2.0,2.0,27,3,2.0,13.731473408892764,11.274046255019954
0,1,0,0,16.834715236543456,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,no_working,2.0,2.0,46,8,3.0,7.871851259496202,11.274046255019954
0,1,1,1,17.086029653971018,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,0.0,42,6,0.0,11.359174286195097,11.119897691565697
0,0,0,1,16.169738979076914,Working,Secondary / secondary special,Married,With parents,1,1,0,Core staff,3.0,1.0,35,9,3.0,4.999691377075489,10.203629181337648
1,0,0,1,17.286700342526494,Working,Secondary / secondary special,Separated,Municipal apartment,0,1,0,High skill tech staff,2.0,2.0,44,14,2.0,11.554621848739496,11.726026761206368
1,1,0,1,16.275099485238066,Working,Secondary / secondary special,Married,With parents,0,0,0,Laborers,3.0,1.0,24,2,0.0,8.877490629315448,10.308985993422082
0,0,0,1,16.275099485238066,Working,Secondary / secondary special,Married,With parents,0,0,0,no_working,3.0,1.0,27,2,0.0,8.131550415612576,10.308985993422082
0,0,1,2,15.98741744127631,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,4.0,2.0,42,1,2.0,4.129450630123578,9.733647773244229
1,0,1,0,17.086029653971018,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,no_working,1.0,2.0,51,4,0.0,9.934749546190453,12.218500103788143
1,1,1,0,17.527862392683378,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2.0,2.0,59,4,4.0,13.57700099133658,11.967187086434018
0,0,1,1,16.49824301945826,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,3.0,2.0,39,11,5.0,6.064363107110129,10.53212287826962
0,0,1,0,16.169738979076914,Working,Secondary / secondary special,Married,House / apartment,1,1,0,no_working,2.0,1.0,54,14,0.0,3.2069047430517066,10.609081944147828
1,1,1,0,17.661393782255395,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,Managers,1.0,1.0,35,2,4.0,25.55729092716172,12.793862088206213
1,1,0,0,16.680564564856205,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,2.0,28,3,0.0,11.285738170874435,11.119897691565697
1,1,0,3,17.191390165830175,Working,Higher education,Married,House / apartment,1,0,1,High skill tech staff,5.0,0.0,38,0,4.0,15.803891269228068,10.714439990727769
0,0,1,1,17.373711716926124,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Realty agents,3.0,2.0,45,7,0.0,13.962147067949116,11.407576060361786
0,0,1,1,16.834715236543456,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Managers,3.0,1.0,41,5,0.0,9.068401658222017,10.868587496017359
0,0,1,0,17.390241018410283,Working,Higher education,Civil marriage,House / apartment,1,0,0,no_working,2.0,0.0,54,1,3.0,13.590454500445588,11.829566645319733
1,0,1,0,16.834715236543456,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,0.0,47,3,0.0,8.455921829700419,11.274046255019954
0,1,0,0,16.611571697439256,State servant,Incomplete higher,Single / not married,House / apartment,1,0,0,Core staff,1.0,2.0,32,14,3.0,7.332402234636872,11.744045122410057
0,1,1,0,17.086029653971018,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,2.0,28,2,1.0,17.668615304074688,11.525357861463222
0,1,0,1,16.890285085058263,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,3.0,2.0,38,10,0.0,9.290776184364711,10.92415631759022
0,0,0,0,16.275099485238066,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1.0,2.0,33,4,1.0,6.593406593406593,11.407576060361786
0,0,0,0,16.680564564856205,Commercial associate,Higher education,Married,With parents,0,0,1,Core staff,2.0,2.0,42,1,1.0,8.558929816775503,11.119897691565697
0,1,0,0,17.086029653971018,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,2.0,38,1,1.0,13.652912621359222,11.525357861463222
1,0,1,2,16.96824662306297,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,4.0,2.0,37,16,2.0,9.076240419524002,10.714439990727769
0,0,1,0,16.890285085058263,Working,Higher education,Civil marriage,With parents,1,0,0,Core staff,2.0,0.0,30,1,4.0,14.33614603065266,11.32961541978256
1,0,0,1,17.24965907201898,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,0,0,0,Security staff,2.0,2.0,24,0,0.0,26.743664498766538,11.688985794459663
1,1,0,0,17.191390165830175,Working,Higher education,Civil marriage,Rented apartment,1,0,0,Managers,2.0,0.0,39,3,3.0,14.257651606362082,11.630717389475995
0,0,1,0,17.286700342526494,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,2.0,63,12,4.0,8.968366126752908,11.726026761206368
1,0,0,1,17.15056817273442,Commercial associate,Higher education,Separated,House / apartment,0,0,0,Laborers,2.0,2.0,29,3,3.0,18.07531380753138,11.58989576532275
0,0,0,1,16.834715236543456,Working,Higher education,Married,House / apartment,0,1,0,Sales staff,3.0,0.0,43,0,2.0,9.793558015172243,10.868587496017359
0,0,0,0,17.086029653971018,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,2.0,54,9,1.0,8.59909125652894,11.525357861463222
0,0,1,0,16.414861416464955,State servant,Secondary / secondary special,Widow,House / apartment,0,1,0,Core staff,1.0,2.0,48,23,0.0,3.9304294991075834,11.547336553476635
0,1,1,0,16.223806195348942,Working,Higher education,Married,House / apartment,0,1,0,Core staff,2.0,2.0,50,26,3.0,3.0360059654854057,10.663147865904188
0,0,0,1,17.086029653971018,State servant,Higher education,Separated,House / apartment,0,0,0,Core staff,2.0,2.0,36,10,2.0,11.888686667058064,11.525357861463222
0,0,1,1,17.23061087766853,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,2.0,1.0,56,22,1.0,8.145079884437328,11.669937760751914
0,0,1,1,16.775874739480525,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,3.0,2.0,41,2,4.0,9.322033898305085,10.809748150372926
0,0,1,1,16.834715236543456,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Managers,2.0,2.0,52,8,2.0,7.115428055116332,11.274046255019954
0,1,1,0,17.304718847474174,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,1.0,48,3,1.0,13.38787653402752,11.744045122410057
0,0,1,1,17.086029653971018,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,3.0,2.0,38,1,2.0,13.644633110976349,11.119897691565697
1,0,0,1,17.086029653971018,Commercial associate,Higher education,Married,House / apartment,1,0,0,Core staff,3.0,0.0,35,3,2.0,14.197574142887191,11.119897691565697
0,1,1,0,17.304718847474174,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,1.0,48,3,3.0,13.38787653402752,11.744045122410057
0,1,0,0,16.575204055529493,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2.0,1.0,34,3,0.0,8.651381372828254,11.014538821972666
1,0,0,2,16.275099485238066,Working,Secondary / secondary special,Married,With parents,1,0,0,Low-skill Laborers,4.0,2.0,30,5,1.0,6.9562528984387075,10.021315031649332
1,1,1,1,17.453754422408117,Working,Secondary / secondary special,Married,With parents,0,0,0,Laborers,3.0,2.0,32,4,1.0,21.56284555842241,11.487617913343598
0,0,0,0,16.275099485238066,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Waiters/barmen staff,2.0,2.0,31,9,2.0,6.011220945765428,10.714439990727769
0,0,0,0,16.680564564856205,State servant,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,2.0,49,12,1.0,5.969489277028521,11.119897691565697
0,1,1,2,15.98741744127631,Working,Higher education,Married,House / apartment,0,0,0,no_working,4.0,2.0,32,4,0.0,4.98302081795364,9.733647773244229
0,0,1,1,16.96824662306297,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,3.0,2.0,53,7,1.0,8.002845456162191,11.002116507732017
1,1,1,1,17.55603326897174,Working,Higher education,Married,House / apartment,1,1,0,High skill tech staff,3.0,2.0,30,8,3.0,22.380327415901085,11.58989576532275
0,0,1,1,17.191390165830175,Commercial associate,Higher education,Married,House / apartment,1,1,0,Waiters/barmen staff,3.0,1.0,30,4,1.0,17.25327812284334,11.225256725762893
1,0,1,2,17.373711716926124,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,2.0,37,1,4.0,18.96466952307368,11.119897691565697
1,1,0,1,16.680564564856205,Working,Higher education,Married,House / apartment,0,0,0,Laborers,3.0,1.0,35,2,0.0,9.74025974025974,10.714439990727769
0,1,1,0,16.49824301945826,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,1.0,47,4,4.0,5.924482595186687,10.937579097686422
0,0,0,0,16.834715236543456,State servant,Secondary / secondary special,Single / not married,With parents,0,0,0,Medicine staff,1.0,2.0,26,4,3.0,13.82791922739245,11.967187086434018
1,0,1,0,17.373711716926124,Working,Higher education,Married,House / apartment,0,1,0,Managers,2.0,2.0,37,10,1.0,15.411838575261145,11.813037464800539
0,0,1,0,16.169738979076914,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,2.0,2.0,46,28,0.0,2.965186513892448,10.609081944147828
1,1,0,0,16.834715236543456,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,0.0,64,40,1.0,4.111090809428101,11.274046255019954
0,0,0,0,16.680564564856205,Working,Higher education,Married,House / apartment,1,0,0,Laborers,2.0,2.0,36,7,4.0,8.518425037859666,11.119897691565697
0,0,1,2,17.086029653971018,State servant,Secondary / secondary special,Married,Co-op apartment,0,0,0,High skill tech staff,4.0,2.0,38,4,1.0,12.809159339616674,10.83222055730017
0,0,0,0,16.680564564856205,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0,0,0,no_working,1.0,2.0,52,1,4.0,6.820248560169748,11.813037464800539
0,0,1,0,17.040567281661083,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,0.0,30,3,1.0,15.753480420092812,11.479895946755926
0,0,1,1,17.191390165830175,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,2.0,2.0,39,1,3.0,15.027048687637748,11.630717389475995
0,0,1,1,17.191390165830175,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Realty agents,3.0,2.0,38,10,4.0,12.674628210905814,11.225256725762893
1,1,1,0,16.71335438584113,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,High skill tech staff,1.0,1.0,38,0,0.0,9.82394366197183,11.845827048676645
0,0,1,0,17.15056817273442,Working,Secondary / secondary special,Married,House / apartment,1,1,1,High skill tech staff,2.0,0.0,49,17,4.0,8.78620240807029,11.58989576532275
0,1,1,1,17.527862392683378,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,3.0,0.0,37,5,1.0,19.872563245221123,11.561725152903833
1,0,1,0,16.96824662306297,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,2.0,34,2,0.0,13.36104513064133,12.100717685412471
0,0,1,0,17.086029653971018,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Core staff,1.0,2.0,48,27,4.0,7.2954570018373746,12.218500103788143
1,1,0,1,16.680564564856205,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,3.0,2.0,51,5,2.0,6.475130701712312,10.714439990727769
1,1,0,0,16.55651192371189,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Drivers,2.0,0.0,48,1,2.0,6.556881288832683,10.995846999538472
0,0,1,1,16.680564564856205,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,3.0,2.0,31,1,1.0,11.405880364988171,10.714439990727769
0,0,0,0,17.453754422408117,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,no_working,1.0,2.0,42,24,1.0,12.02565473009086,12.586223364451623
0,0,0,2,17.191390165830175,Working,Secondary / secondary special,Married,With parents,0,0,0,Sales staff,4.0,2.0,33,6,1.0,15.405682985279014,10.937579097686422
1,1,0,0,17.304718847474174,Working,Higher education,Married,House / apartment,1,1,0,Laborers,2.0,2.0,41,14,4.0,12.276513859794417,11.744045122410057
0,0,1,0,17.0170367851974,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2.0,2.0,39,2,2.0,12.224306319125542,11.456365695436427
0,0,1,0,17.527862392683378,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,0.0,43,15,4.0,14.528850145288501,11.967187086434018
1,0,1,0,17.596855262542327,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,2.0,56,5,2.0,14.841688654353563,12.036179534643145
1,1,1,0,16.834715236543456,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Drivers,2.0,2.0,25,3,2.0,14.87954652810581,11.274046255019954
0,1,1,1,18.22100956103331,Working,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,3.0,0.0,48,1,0.0,34.699272967614014,12.25486757159303
0,1,1,0,17.286700342526494,Working,Incomplete higher,Separated,House / apartment,1,0,0,Accountants,1.0,0.0,53,3,1.0,11.759395638333254,12.419169901386761
1,1,0,0,17.453754422408117,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2.0,0.0,50,1,5.0,15.439429928741093,11.893079602677565
0,0,1,0,16.862886112153483,Working,Higher education,Married,House / apartment,0,0,0,Medicine staff,2.0,2.0,47,12,3.0,7.338618346545866,11.302216779257382
0,0,1,0,17.097079489740167,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,no_working,1.0,2.0,58,4,2.0,9.005937981086431,12.229549885708273
1,0,0,0,17.086029653971018,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,2.0,2.0,48,1,4.0,11.182902584493041,11.525357861463222
0,0,0,0,15.98741744127631,Working,Secondary / secondary special,Married,With parents,1,1,0,Medicine staff,2.0,2.0,42,23,3.0,2.7702536321103177,10.426765325491356
1,1,1,0,17.191390165830175,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,2.0,57,15,1.0,8.442143178748312,11.630717389475995
1,0,1,0,17.661393782255395,Commercial associate,Higher education,Single / not married,House / apartment,0,1,0,Laborers,1.0,2.0,37,5,0.0,23.140708362794882,12.793862088206213
0,0,0,0,16.537463729981692,Working,Higher education,Married,House / apartment,1,1,0,no_working,2.0,2.0,52,5,3.0,5.4563260737769905,10.97679912709094
1,1,1,0,17.527862392683378,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,2.0,42,3,3.0,18.864534674811356,11.967187086434018
0,1,1,0,16.680564564856205,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,no_working,1.0,1.0,45,3,2.0,7.480053191489362,11.813037464800539
0,0,1,2,16.680564564856205,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,4.0,0.0,34,11,0.0,8.091099790230746,10.426765325491356
0,0,1,0,16.49824301945826,Commercial associate,Higher education,Married,House / apartment,0,0,1,Accountants,2.0,2.0,23,0,0.0,12.939958592132506,10.937579097686422
0,0,1,0,17.086029653971018,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2.0,1.0,40,1,1.0,13.089851325145442,11.525357861463222
0,0,1,2,16.680564564856205,Working,Incomplete higher,Married,House / apartment,0,0,1,Sales staff,4.0,2.0,29,5,4.0,10.569169341579896,10.426765325491356
1,1,1,0,17.286700342526494,Working,Higher education,Married,House / apartment,0,0,0,Managers,2.0,2.0,35,7,3.0,16.01734403313487,11.726026761206368
0,0,0,0,16.680564564856205,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1.0,0.0,42,4,1.0,7.9327770595839695,11.813037464800539
1,0,1,3,17.086029653971018,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,5.0,2.0,37,9,2.0,11.727572826779406,10.609081944147828
1,1,0,0,16.992939234611026,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,2.0,0.0,49,3,1.0,9.595381734969836,11.43226840195242
1,0,0,0,17.356904599092623,State servant,Higher education,Single / not married,With parents,0,0,0,Core staff,1.0,2.0,28,1,0.0,24.508446413735808,12.48937388613538
0,1,1,0,17.527862392683378,Working,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,2.0,2.0,46,2,3.0,17.8865481801147,11.967187086434018
1,1,1,0,16.96824662306297,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,2.0,59,6,1.0,7.467020658757156,11.407576060361786
0,0,1,0,16.680564564856205,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1.0,2.0,31,3,4.0,10.704940131631115,11.813037464800539
1,1,0,2,16.834715236543456,Commercial associate,Higher education,Separated,Office apartment,0,1,0,Managers,3.0,0.0,37,3,4.0,10.59108331652209,10.868587496017359
1,0,0,1,17.191390165830175,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,3.0,0.0,49,5,4.0,11.245501799280287,11.225256725762893
0,0,0,0,16.49824301945826,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,0,0,Core staff,2.0,1.0,38,3,1.0,7.221259387637204,10.937579097686422
0,1,1,1,15.98741744127631,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,no_working,3.0,2.0,32,9,0.0,4.365541327124563,10.021315031649332
0,0,0,0,16.275099485238066,Working,Higher education,Separated,House / apartment,0,0,0,Core staff,1.0,1.0,59,4,4.0,3.8440182804424894,11.407576060361786
1,1,1,2,17.086029653971018,Working,Higher education,Married,House / apartment,0,1,0,Laborers,4.0,1.0,30,2,4.0,16.806373972943813,10.83222055730017
1,1,0,1,17.63607597481899,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,3.0,2.0,44,23,0.0,14.255543822597676,11.669937760751914
0,0,0,3,16.916953330924635,Working,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,5.0,2.0,37,9,4.0,9.943594813048788,10.440010162389305
0,1,1,0,17.0170367851974,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,2.0,42,11,1.0,9.67197175170155,11.456365695436427
0,1,0,0,17.527862392683378,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,High skill tech staff,2.0,1.0,38,4,0.0,20.18583787247677,11.967187086434018
1,0,1,0,16.775874739480525,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,2.0,32,8,3.0,9.763955552633309,11.215206524587721
1,1,1,1,16.96824662306297,Commercial associate,Higher education,Married,House / apartment,0,0,0,no_working,3.0,1.0,27,4,0.0,15.337423312883436,11.002116507732017
0,0,1,0,16.392882511397776,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Sales staff,1.0,1.0,27,4,0.0,8.443128752501668,11.525357861463222
0,0,0,0,16.834715236543456,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,1.0,49,25,1.0,5.751743782638863,11.274046255019954
0,0,1,0,16.49824301945826,Commercial associate,Higher education,Married,House / apartment,1,1,0,no_working,2.0,1.0,47,3,3.0,6.024418978258542,10.937579097686422
0,1,0,0,16.834715236543456,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,Managers,1.0,1.0,31,8,0.0,10.874067937033969,11.967187086434018
1,0,0,3,16.275099485238066,State servant,Secondary / secondary special,Married,House / apartment,0,0,1,no_working,5.0,2.0,39,1,3.0,5.970149253731344,9.798182590890704
0,0,1,0,16.680564564856205,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,2.0,56,6,0.0,5.84339696143358,11.119897691565697
0,0,1,0,16.680564564856205,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2.0,1.0,55,8,0.0,5.770957123925961,11.119897691565697
0,0,1,1,16.834715236543456,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Waiters/barmen staff,2.0,1.0,34,3,3.0,11.229145871952088,11.274046255019954
0,0,1,0,17.453754422408117,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Laborers,2.0,2.0,39,4,2.0,18.197088465845464,11.893079602677565
1,1,1,0,17.527862392683378,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,2.0,38,14,4.0,16.24548736462094,12.660331092405906
0,0,1,0,17.086029653971018,Commercial associate,Higher education,Married,House / apartment,0,0,0,no_working,2.0,2.0,26,0,1.0,20.493877137941503,11.525357861463222
0,0,1,0,16.834715236543456,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2.0,2.0,45,16,4.0,6.859158609877189,11.274046255019954
0,0,1,2,16.834715236543456,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,4.0,1.0,33,3,1.0,11.796869148378399,10.580911772630838
1,1,0,0,17.191390165830175,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1.0,2.0,25,0,1.0,23.696682464454977,12.323860125621126
0,0,1,2,16.680564564856205,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,3.0,2.0,40,6,1.0,7.812047913893872,10.714439990727769
0,0,1,0,16.96824662306297,State servant,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1.0,2.0,34,8,2.0,11.479591836734693,12.100717685412471
0,1,1,0,16.680564564856205,Commercial associate,Higher education,Married,House / apartment,0,0,0,Private service staff,2.0,0.0,38,3,3.0,8.801669057243448,11.119897691565697
0,0,1,0,17.286700342526494,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Laborers,1.0,2.0,53,9,1.0,10.917512130569033,12.419169901386761
0,0,1,0,16.96824662306297,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Managers,1.0,0.0,30,5,3.0,13.668463816538841,12.100717685412471
0,0,1,0,16.680564564856205,Working,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,2.0,2.0,43,8,4.0,7.154213036565978,11.119897691565697
1,1,1,0,17.191390165830175,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,1.0,40,4,0.0,13.573841698841699,11.630717389475995
0,0,1,0,16.862886112153483,Working,Higher education,Married,House / apartment,0,1,0,Managers,2.0,1.0,52,4,0.0,7.809863568432724,11.302216779257382
0,0,1,0,16.593553193046578,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2.0,2.0,45,1,3.0,7.1593867515186576,11.032887661356556
0,0,0,0,17.0170367851974,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Managers,2.0,2.0,44,1,1.0,11.171533278165267,11.456365695436427
1,1,1,0,16.680564564856205,Working,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,2.0,2.0,49,0,1.0,7.462686567164179,11.119897691565697
0,1,1,1,16.834715236543456,Working,Higher education,Married,With parents,0,0,1,High skill tech staff,3.0,2.0,29,1,1.0,13.85711771951434,10.868587496017359
0,0,1,1,17.373711716926124,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,1.0,40,1,2.0,17.584994138335286,11.407576060361786
0,0,1,0,17.453754422408117,Working,Higher education,Single / not married,House / apartment,0,1,1,Managers,1.0,1.0,47,4,0.0,15.354330708661417,12.586223364451623
0,1,1,2,16.49824301945826,Working,Secondary / secondary special,Married,House / apartment,1,0,0,no_working,4.0,2.0,34,7,1.0,7.359675520083737,10.244449694430193
1,1,1,2,17.596855262542327,State servant,Secondary / secondary special,Married,Office apartment,0,0,0,Laborers,4.0,2.0,35,10,2.0,19.915029208709505,11.34303827995645
1,1,0,0,17.211192792456,Working,Incomplete higher,Married,Co-op apartment,0,0,0,Laborers,2.0,2.0,50,3,4.0,11.720545426689137,11.650519842481769
0,0,0,0,17.191390165830175,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Sales staff,2.0,2.0,53,8,2.0,9.952669527137612,11.630717389475995
1,0,1,0,16.96824662306297,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1.0,2.0,48,3,1.0,9.504197687311896,12.100717685412471
0,1,0,0,17.191390165830175,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,0.0,31,3,2.0,17.509727626459146,11.630717389475995
0,0,0,1,16.96824662306297,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,1,no_working,2.0,1.0,35,5,0.0,11.910275921392179,11.407576060361786
0,1,1,0,16.96824662306297,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,2.0,27,4,2.0,15.100671140939598,11.407576060361786
1,1,1,0,16.323889645337495,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,2.0,38,2,1.0,6.21301775147929,11.456365695436427
0,1,1,2,17.191390165830175,Commercial associate,Higher education,Married,House / apartment,0,0,0,Private service staff,4.0,2.0,38,9,0.0,12.69536760142188,10.937579097686422
0,1,1,1,16.834715236543456,Working,Lower secondary,Married,House / apartment,0,0,0,Sales staff,3.0,1.0,39,3,2.0,9.946321439848438,10.868587496017359
0,0,1,1,16.834715236543456,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3.0,2.0,49,4,0.0,7.889990982867448,10.868587496017359
0,0,1,0,16.834715236543456,State servant,Secondary / secondary special,Widow,House / apartment,0,1,0,Drivers,1.0,1.0,62,5,1.0,6.315409599422591,11.967187086434018
0,0,1,0,16.49824301945826,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,2.0,58,2,2.0,5.108295872496935,10.937579097686422
1,1,0,3,16.96824662306297,Working,Secondary / secondary special,Married,House / apartment,1,0,0,no_working,5.0,2.0,27,9,1.0,13.31065591954448,10.491301994830229
0,0,1,0,16.834715236543456,Working,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,2.0,1.0,47,2,0.0,8.504778875749231,11.274046255019954
