성별,차유뮤,부동산유무,자녀수,연간소득,소득분류,교육,가정,집,업무용핸드폰유무,핸드폰유무,이메일유무,직업유형,가족수,신용등급,나이,연차,카드발급년수,능력,가족평균수입
1,1,1,1,16.680564564856205,4,4,1,1,1,1,0,8,3.0,1.0,33,5,0.0,9.662873094266695,10.714439990727769
0,1,1,1,17.086029653971018,0,4,1,1,0,0,0,8,3.0,1.0,42,6,2.0,11.359174286195096,11.119897691565695
0,1,1,2,16.680564564856205,4,4,1,1,0,0,0,8,4.0,0.0,43,8,1.0,7.1300306327242,10.426765325491356
0,0,0,1,16.680564564856205,4,4,0,1,0,0,0,8,3.0,1.0,27,3,0.0,11.958543715120914,10.714439990727769
1,1,1,1,17.191390165830175,0,4,1,1,0,0,0,4,3.0,2.0,47,0,1.0,12.782638336552663,11.225256725762891
1,1,0,0,16.49824301945826,0,2,1,1,0,1,0,8,2.0,1.0,44,0,1.0,6.835581480131244,10.937579097686422
0,0,1,0,16.49824301945826,2,4,1,1,0,0,1,11,2.0,2.0,47,10,3.0,5.30985981970076,10.937579097686422
0,1,1,0,17.211192792456,0,4,0,1,0,0,0,18,2.0,0.0,49,8,5.0,10.817307692307692,11.650519842481769
0,0,1,1,17.1295147642943,4,4,1,1,1,1,0,3,3.0,2.0,34,2,1.0,15.854572713643178,11.163382173096926
0,0,1,0,16.96824662306297,4,4,1,1,0,0,0,3,2.0,0.0,60,11,4.0,6.848272713437833,11.407576060361786
0,0,1,0,16.275099485238066,4,4,3,1,0,0,0,18,1.0,2.0,54,3,2.0,4.2551179613257055,11.407576060361786
1,1,0,0,16.834715236543456,0,4,1,1,0,0,0,8,2.0,2.0,52,13,4.0,6.525792417650715,11.274046255019954
0,1,1,0,17.661393782255395,0,4,1,1,1,0,0,10,2.0,2.0,34,8,0.0,22.981168209383977,12.100717685412471
0,1,1,1,17.23061087766853,0,4,1,1,0,0,0,14,3.0,2.0,29,4,4.0,18.95350720881257,11.264476926102368
1,1,1,0,17.527862392683378,4,4,1,1,0,0,0,18,2.0,1.0,44,14,1.0,14.634826240475748,11.967187086434018
0,0,1,1,16.96824662306297,0,4,0,1,0,0,0,13,3.0,2.0,32,8,3.0,12.0910861825754,11.002116507732016
1,1,0,1,18.29000243170626,4,4,1,2,0,1,1,10,3.0,2.0,47,12,1.0,31.09739242605731,12.323860125621126
1,0,1,1,16.96824662306297,4,4,1,5,0,0,0,4,3.0,2.0,38,3,2.0,11.682242990654206,11.002116507732016
0,0,1,0,16.49824301945826,4,1,0,1,0,0,0,3,2.0,2.0,35,3,0.0,8.042607949671147,10.937579097686422
0,0,1,0,16.680564564856205,4,2,1,1,0,0,1,18,2.0,2.0,35,4,0.0,9.211873080859776,11.119897691565695
1,1,0,0,17.322418424038048,4,4,1,1,1,0,0,8,2.0,2.0,37,0,2.0,18.40028694404591,11.761744560273572
0,0,1,0,17.15056817273442,4,4,1,1,0,0,0,12,2.0,2.0,58,9,1.0,8.77870351554562,11.58989576532275
0,0,0,0,15.98741744127631,4,4,1,1,1,0,0,18,2.0,1.0,53,3,2.0,3.273520853540252,10.426765325491356
1,1,1,1,17.373711716926124,0,1,1,1,0,0,0,8,3.0,2.0,40,15,1.0,13.278906211577238,11.407576060361786
0,1,0,0,16.680564564856205,0,1,1,1,1,1,1,6,2.0,2.0,31,2,0.0,10.851217747769471,11.119897691565695
0,0,0,0,16.49824301945826,4,4,1,4,1,0,0,18,2.0,0.0,32,8,2.0,7.591093117408906,10.937579097686422
0,0,0,0,16.169738979076914,4,4,0,5,0,1,0,14,2.0,2.0,32,7,3.0,5.488548583818946,10.609081944147828
1,0,0,1,17.0170367851974,4,4,1,1,1,0,0,4,3.0,2.0,24,2,0.0,18.993066023515222,11.050905878263569
0,0,1,2,17.596855262542327,0,4,3,1,0,0,0,14,3.0,2.0,31,6,1.0,24.34713605540326,11.630717389475995
0,0,1,2,17.15056817273442,2,1,1,1,0,0,1,18,4.0,2.0,42,8,2.0,11.64043974994611,10.896757843893464
0,0,1,0,16.74510308243252,2,1,1,1,0,0,0,18,2.0,2.0,51,12,2.0,6.163855834260765,11.184435286790633
1,1,1,0,16.96824662306297,0,4,3,1,0,0,0,8,1.0,2.0,31,2,4.0,14.434643143544507,12.100717685412471
0,0,1,0,16.680564564856205,0,4,1,1,0,0,0,10,2.0,2.0,30,7,2.0,9.796096074305202,11.119897691565695
0,1,0,0,16.74510308243252,4,4,4,1,0,0,0,5,1.0,2.0,39,3,3.0,9.14169629253428,11.87757552297847
1,1,0,1,16.96824662306297,4,4,1,1,0,0,0,14,3.0,1.0,29,3,1.0,14.591439688715951,11.002116507732016
0,0,1,0,17.086029653971018,4,4,3,1,0,0,0,18,1.0,2.0,41,14,2.0,9.965551181102365,12.218500103788145
0,0,0,0,17.191390165830175,0,1,1,1,0,0,0,18,2.0,2.0,62,25,2.0,7.012622720897616,11.630717389475995
0,0,1,1,16.680564564856205,4,4,1,1,0,0,0,14,3.0,1.0,32,0,5.0,11.0574166598411,10.714439990727769
0,0,1,0,17.191390165830175,0,4,1,1,0,0,0,10,2.0,2.0,62,4,1.0,9.105993767453157,11.630717389475995
0,0,1,0,17.722018402814918,4,4,4,1,1,0,0,12,1.0,2.0,50,14,3.0,15.977443609022556,12.854486546624395
0,0,1,0,17.0170367851974,2,4,2,1,0,0,0,11,1.0,1.0,47,25,0.0,7.050134288272157,12.149507585033072
0,1,1,0,17.086029653971018,4,1,1,1,0,0,1,14,2.0,2.0,39,2,1.0,13.32675222112537,11.525357861463222
1,1,1,0,17.086029653971018,0,4,1,1,0,1,0,2,2.0,2.0,48,5,3.0,10.194321385420862,11.525357861463222
1,1,1,1,16.834715236543456,4,4,1,1,0,1,0,4,3.0,1.0,36,8,4.0,9.534475452509232,10.86858749601736
0,0,0,0,16.275099485238066,4,4,3,1,1,1,0,3,1.0,1.0,52,1,0.0,4.552812626467017,11.407576060361786
0,0,1,0,16.834715236543456,4,4,3,1,0,0,0,8,1.0,2.0,51,5,1.0,7.667218381851816,11.967187086434018
1,1,0,0,16.805727701106676,4,4,3,5,0,0,0,8,1.0,2.0,29,3,3.0,12.664514526943131,11.938199736300923
0,0,1,0,17.086029653971018,4,4,3,1,0,1,0,3,1.0,1.0,48,27,1.0,7.262750161394448,12.218500103788145
0,0,0,0,16.49824301945826,4,4,1,1,1,1,0,0,2.0,2.0,40,2,4.0,7.158765510658607,10.937579097686422
1,0,0,0,16.834715236543456,0,2,3,1,0,1,0,18,1.0,2.0,26,0,4.0,15.64362336114422,11.967187086434018
0,0,0,1,16.680564564856205,0,4,1,1,0,0,0,10,3.0,2.0,33,1,2.0,10.487065951992545,10.714439990727769
0,0,0,1,16.834715236543456,4,4,1,1,0,0,1,12,3.0,2.0,41,4,4.0,9.399618047266651,10.86858749601736
0,1,1,0,16.49824301945826,4,1,1,1,0,1,0,3,2.0,2.0,39,1,0.0,7.616275133707941,10.937579097686422
1,1,1,0,17.527862392683378,4,4,0,1,0,0,0,14,2.0,1.0,28,5,2.0,25.14568531970943,11.967187086434018
1,1,1,0,17.191390165830175,0,4,3,1,0,0,0,8,1.0,2.0,22,2,1.0,24.633238449748195,12.323860125621126
0,0,1,0,16.49824301945826,2,4,1,1,0,0,1,11,2.0,2.0,47,10,0.0,5.30985981970076,10.937579097686422
1,1,1,1,17.086029653971018,4,4,1,1,1,0,0,18,3.0,2.0,27,0,4.0,19.228943120311463,11.119897691565695
0,1,1,0,16.49824301945826,4,4,1,1,0,0,0,8,2.0,2.0,24,2,0.0,11.472567815623089,10.937579097686422
1,1,0,0,17.191390165830175,4,4,1,1,0,0,0,18,2.0,2.0,29,3,2.0,18.549051937345425,11.630717389475995
1,1,0,0,16.49824301945826,0,1,1,1,1,0,0,18,2.0,1.0,57,6,1.0,4.847257529406695,10.937579097686422
0,1,0,1,16.275099485238066,4,4,1,1,1,0,0,14,3.0,1.0,38,3,2.0,5.979271857560457,10.308985993422082
1,1,1,0,17.661393782255395,0,2,1,1,0,0,0,10,2.0,2.0,54,1,2.0,17.7243858007976,12.100717685412471
0,1,1,0,17.086029653971018,4,4,1,1,0,0,0,12,2.0,2.0,51,8,2.0,9.31805632247377,11.525357861463222
1,1,1,0,16.49824301945826,4,4,1,1,1,0,0,4,2.0,2.0,34,8,1.0,7.067470787787411,10.937579097686422
1,1,1,0,17.191390165830175,4,4,3,1,0,0,1,10,1.0,0.0,27,0,1.0,21.70557592128111,12.323860125621126
1,0,1,0,16.805727701106676,4,4,1,1,0,0,0,8,2.0,2.0,33,0,1.0,12.25765101746515,11.245059091624617
1,1,1,0,16.680564564856205,0,4,3,1,0,0,1,14,1.0,0.0,23,1,0.0,14.825389852844278,11.81303746480054
1,0,1,1,16.49824301945826,4,4,1,1,0,0,0,8,3.0,2.0,43,3,1.0,6.547549761378186,10.53212287826962
0,0,1,1,16.275099485238066,0,4,3,1,1,1,0,14,2.0,1.0,28,5,0.0,7.109004739336493,10.714439990727769
0,0,0,1,16.49824301945826,4,4,0,1,0,0,0,18,3.0,2.0,39,1,4.0,7.518545746173896,10.53212287826962
0,0,0,0,16.775874739480525,0,4,0,1,0,0,0,14,2.0,2.0,40,5,5.0,8.685734339357783,11.21520652458772
0,0,1,0,17.661393782255395,4,4,1,1,1,1,0,2,2.0,1.0,40,6,2.0,20.99125364431487,12.100717685412471
1,0,1,0,17.086029653971018,0,4,2,1,0,0,0,1,1.0,2.0,51,10,0.0,9.040985802303776,12.218500103788145
0,0,0,0,15.98741744127631,4,4,1,1,1,1,0,14,2.0,2.0,55,19,1.0,2.49187832250443,10.426765325491356
1,0,0,0,17.191390165830175,4,4,1,1,0,1,0,8,2.0,1.0,25,2,0.0,22.04801567858893,11.630717389475995
0,0,1,1,16.680564564856205,0,4,3,1,0,0,0,8,2.0,2.0,39,20,3.0,6.157635467980295,11.119897691565695
0,1,0,0,17.191390165830175,4,4,1,2,0,0,0,8,2.0,0.0,33,1,2.0,17.547964436125408,11.630717389475995
0,0,1,0,17.373711716926124,4,1,4,1,0,0,1,10,1.0,2.0,52,7,2.0,12.315832687132236,12.506180941677355
1,1,1,1,17.51347365558519,4,1,1,1,0,0,1,7,3.0,0.0,30,8,1.0,21.996316236894305,11.547336553476637
0,1,1,0,17.191390165830175,0,1,3,1,1,0,0,3,1.0,2.0,30,3,1.0,18.040410519563824,12.323860125621126
1,0,1,0,17.304718847474174,4,1,1,1,1,1,0,3,2.0,2.0,45,2,0.0,14.37289682313352,11.744045122410055
0,0,0,0,16.537463729981692,0,4,3,5,0,0,0,14,1.0,2.0,27,1,1.0,11.0889963036679,11.669937760751914
0,0,1,0,16.414861416464955,4,2,1,1,0,0,0,8,2.0,1.0,32,12,3.0,6.296386421705804,10.854199034612414
0,0,0,0,16.414861416464955,2,4,0,1,0,0,0,3,2.0,2.0,40,11,4.0,5.505026328386788,10.854199034612414
0,0,1,1,16.834715236543456,4,4,2,2,0,0,0,14,2.0,2.0,36,1,1.0,11.266094420600858,11.274046255019954
1,1,1,0,17.191390165830175,4,4,2,1,0,1,0,18,1.0,2.0,48,3,1.0,11.920529801324504,12.323860125621126
1,1,0,1,17.527862392683378,2,1,1,2,0,0,0,3,3.0,1.0,24,2,1.0,31.43398862388983,11.561725152903833
0,0,1,0,16.680564564856205,4,4,1,1,0,1,1,14,2.0,2.0,30,0,4.0,11.83068968539129,11.119897691565695
1,0,1,0,17.453754422408117,4,4,1,1,0,0,1,4,2.0,2.0,54,24,2.0,10.106768943713073,11.893079602677563
0,1,1,1,17.086029653971018,4,4,1,1,0,0,0,8,3.0,1.0,45,6,0.0,10.719957649550029,11.119897691565695
0,1,1,1,17.108008559863993,4,1,1,1,0,1,1,0,3.0,2.0,29,6,3.0,15.600271309066244,11.141876276228
1,0,0,0,16.834715236543456,0,1,3,1,0,0,0,14,1.0,1.0,27,4,0.0,13.35651289009498,11.967187086434018
0,0,1,3,16.834715236543456,4,1,1,1,0,0,0,0,5.0,1.0,39,0,0.0,10.85907335907336,10.357774570341576
1,1,0,1,17.286700342526494,4,4,0,1,0,0,0,4,3.0,1.0,40,0,2.0,16.679021497405486,11.320565693461432
0,1,1,0,17.527862392683378,4,1,1,1,0,0,1,18,2.0,1.0,58,1,1.0,14.348182563541952,11.967187086434018
0,0,1,0,17.108008559863993,4,4,3,1,0,0,0,2,1.0,0.0,51,6,3.0,9.7997443544951,12.240478903153711
0,1,1,0,16.275099485238066,0,4,1,1,1,1,0,14,2.0,2.0,46,8,3.0,4.465393202679236,10.714439990727769
1,1,1,1,16.71335438584113,4,4,1,1,1,0,0,8,3.0,2.0,39,15,4.0,7.0058256327842505,10.747229096720554
0,0,0,0,16.74510308243252,4,4,1,1,0,1,0,8,2.0,2.0,43,5,0.0,8.092160719303175,11.184435286790633
0,0,1,0,16.49824301945826,4,4,1,1,0,0,0,18,2.0,1.0,64,1,0.0,4.721138109026816,10.937579097686422
0,1,0,0,17.77917681553761,2,1,3,1,0,1,0,10,1.0,1.0,54,2,0.0,19.256371243818943,12.91164481522143
0,1,1,0,17.286700342526494,4,4,3,5,0,0,0,14,1.0,2.0,32,0,1.0,20.530900041476567,12.41916990138676
0,0,1,0,16.49824301945826,0,4,3,1,0,0,0,14,1.0,1.0,43,2,0.0,6.750675067506751,11.630717389475995
1,0,1,2,16.890285085058263,4,4,1,1,1,1,0,18,4.0,1.0,30,7,3.0,12.10909090909091,10.636480251018195
0,0,0,2,17.191390165830175,4,4,3,2,1,1,0,14,3.0,2.0,33,1,0.0,17.24402207234825,11.225256725762891
0,0,1,0,16.834715236543456,0,4,1,1,0,0,0,14,2.0,2.0,55,8,1.0,6.746048742879171,11.274046255019954
0,1,1,1,16.834715236543456,4,4,1,1,0,0,0,8,3.0,2.0,43,3,1.0,9.17939153747523,10.86858749601736
1,0,1,0,16.49824301945826,0,1,1,1,1,0,1,10,2.0,1.0,59,2,0.0,5.020304342005444,10.937579097686422
0,0,1,2,16.611571697439256,4,4,1,1,1,1,0,14,4.0,2.0,27,4,2.0,10.855518221762727,10.357774570341576
1,1,1,3,17.8845373292961,4,4,0,1,0,0,1,10,5.0,2.0,47,8,2.0,22.086973593796014,11.407576060361786
1,1,1,0,17.484059771118417,4,4,1,4,0,0,0,8,2.0,2.0,24,2,0.0,30.537830446672743,11.9233847480666
0,0,1,0,17.191390165830175,4,1,4,1,1,0,0,14,1.0,2.0,56,15,2.0,8.632927905459848,12.323860125621126
1,1,0,0,18.066858883241053,0,2,1,1,1,1,0,10,2.0,2.0,39,3,1.0,34.379575985229515,12.506180941677355
0,0,1,2,16.49824301945826,0,4,1,1,0,0,0,2,4.0,1.0,34,2,2.0,8.279364144833677,10.244449694430193
1,0,1,0,17.086029653971018,4,4,1,1,0,0,1,8,2.0,1.0,36,13,0.0,11.139839366266916,11.525357861463222
0,1,1,0,17.527862392683378,2,1,1,1,0,0,1,4,2.0,2.0,53,2,0.0,15.2527600232423,11.967187086434018
1,1,0,1,17.086029653971018,4,2,1,1,1,0,0,4,3.0,1.0,32,0,3.0,16.90881763527054,11.119897691565695
1,1,0,0,17.661393782255395,0,4,3,1,0,1,0,4,1.0,2.0,44,1,0.0,21.518230723251644,12.793862088206213
0,0,1,0,16.680564564856205,2,1,3,2,0,0,0,3,1.0,2.0,29,5,4.0,10.718539102818578,11.81303746480054
1,1,0,1,17.527862392683378,2,1,1,2,0,0,0,3,3.0,2.0,24,2,1.0,31.43398862388983,11.561725152903833
0,1,1,1,16.457421027787007,4,4,1,1,0,0,0,3,3.0,0.0,42,2,4.0,6.676970633693972,10.491301994830229
0,0,1,3,15.98741744127631,0,4,1,1,1,1,0,14,5.0,2.0,45,1,4.0,3.9459838653104176,9.510519035757246
0,0,1,1,16.834715236543456,4,2,1,1,1,0,0,3,3.0,2.0,28,0,2.0,14.792899408284024,10.86858749601736
0,0,1,1,16.051955955291376,4,4,0,2,1,0,0,1,3.0,2.0,54,6,0.0,3.2626427406199023,10.085850775128716
0,0,1,0,17.15056817273442,4,4,1,1,0,0,0,11,2.0,1.0,50,8,2.0,10.02738962907943,11.58989576532275
0,0,1,0,17.373711716926124,4,4,1,1,1,1,0,12,2.0,1.0,54,10,4.0,11.224744325268146,11.81303746480054
1,1,1,1,16.680564564856205,4,4,1,1,0,0,0,3,3.0,2.0,34,4,2.0,9.60102410923832,10.714439990727769
1,0,0,0,16.834715236543456,4,3,1,1,1,0,0,4,2.0,0.0,40,0,1.0,10.460251046025103,11.274046255019954
1,1,1,1,17.15056817273442,4,4,1,4,0,0,0,8,3.0,0.0,46,3,3.0,11.670628917224985,11.184435286790633
0,0,0,0,16.834715236543456,0,1,2,5,0,0,0,18,1.0,1.0,43,1,4.0,9.74086214360814,11.967187086434018
0,1,1,1,16.49824301945826,4,4,4,1,0,0,0,8,2.0,1.0,45,24,0.0,4.419563936358279,10.937579097686422
0,0,1,0,17.1295147642943,4,4,1,1,0,0,0,14,2.0,2.0,45,5,0.0,11.375248749529392,11.56884255312859
0,0,1,0,17.373711716926124,0,4,1,1,0,0,0,13,2.0,1.0,46,3,0.0,14.747651299978152,11.81303746480054
0,1,1,0,16.834715236543456,2,1,1,1,0,0,0,18,2.0,2.0,35,11,1.0,9.25055797016328,11.274046255019954
1,1,1,1,17.661393782255395,0,4,1,1,0,0,0,14,3.0,2.0,46,5,0.0,18.819593287678394,11.695255355062796
1,1,1,0,16.992939234611026,4,4,1,1,0,0,0,4,2.0,2.0,33,3,3.0,13.66869165802341,11.43226840195242
1,1,1,1,17.527862392683378,4,1,2,1,0,0,0,10,2.0,2.0,44,6,2.0,16.847622613253463,11.967187086434018
1,0,1,2,17.373711716926124,4,4,1,1,0,0,1,8,4.0,2.0,29,5,4.0,21.13006730317733,11.119897691565695
0,0,1,0,16.834715236543456,4,4,1,1,0,0,0,14,2.0,1.0,47,2,0.0,8.615502434221323,11.274046255019954
1,1,0,1,17.191390165830175,0,1,1,5,1,0,0,6,3.0,1.0,34,10,0.0,13.806222004049824,11.225256725762891
0,1,1,1,16.49824301945826,4,4,1,1,0,0,0,3,3.0,2.0,38,0,0.0,7.735680396066835,10.53212287826962
0,1,0,0,17.527862392683378,0,1,1,1,1,1,0,18,2.0,2.0,37,1,2.0,22.272502297956585,11.967187086434018
1,0,0,1,17.373711716926124,4,4,1,1,1,0,0,10,3.0,2.0,27,1,4.0,25.72163475278651,11.407576060361786
0,0,1,1,17.527862392683378,4,4,1,1,0,1,0,3,3.0,1.0,44,11,4.0,15.216656200183566,11.561725152903833
0,0,0,1,16.680564564856205,4,4,0,1,0,0,0,8,3.0,1.0,27,3,1.0,11.958543715120914,10.714439990727769
0,1,0,0,17.77917681553761,4,4,1,1,1,1,0,4,2.0,2.0,35,12,0.0,23.13228238519534,12.218500103788145
1,1,1,1,16.96824662306297,0,1,1,1,0,0,1,18,3.0,2.0,41,4,2.0,10.84533349400494,11.002116507732016
1,0,0,0,16.96824662306297,4,4,1,1,1,1,0,8,2.0,1.0,39,0,3.0,12.286689419795222,11.407576060361786
0,1,1,1,17.373711716926124,0,4,1,1,0,0,0,10,3.0,2.0,37,7,0.0,16.530949611216556,11.407576060361786
1,1,0,0,17.373711716926124,0,4,1,1,1,0,1,4,2.0,2.0,32,3,2.0,20.97902097902098,11.81303746480054
0,1,1,0,16.834715236543456,0,4,1,1,0,0,0,14,2.0,0.0,34,1,0.0,11.815453863465866,11.274046255019954
1,1,1,0,16.47804031353617,4,1,3,1,0,0,0,18,1.0,2.0,38,15,1.0,5.543822597676875,11.610514863562742
0,0,0,0,15.98741744127631,4,4,1,1,0,0,0,14,2.0,1.0,27,5,1.0,5.701495058704283,10.426765325491356
0,0,1,0,16.834715236543456,4,2,1,1,0,1,1,3,2.0,2.0,29,10,0.0,10.888351192533705,11.274046255019954
0,0,1,2,15.84431661516796,4,1,1,1,0,0,0,3,4.0,2.0,38,16,3.0,2.899197145405888,9.590556045830896
1,0,0,1,16.275099485238066,4,4,1,1,1,1,0,18,3.0,2.0,29,5,4.0,7.13210238529202,10.308985993422082
1,0,1,0,16.96824662306297,4,4,2,1,0,0,0,4,1.0,2.0,50,4,2.0,8.997300809757073,12.100717685412471
0,0,0,0,16.680564564856205,4,4,1,1,1,0,0,6,2.0,2.0,37,5,4.0,8.728824518298202,11.119897691565695
0,0,0,1,16.49824301945826,4,4,1,5,0,1,1,3,3.0,0.0,31,10,3.0,7.255723960012899,10.53212287826962
0,0,1,2,16.275099485238066,0,4,1,1,0,0,0,9,4.0,2.0,45,15,0.0,4.028107237166003,10.021315031649332
0,1,1,1,16.834715236543456,4,1,1,5,0,0,1,6,3.0,2.0,29,1,2.0,13.85711771951434,10.86858749601736
0,1,1,2,16.834715236543456,0,1,1,1,0,1,0,11,4.0,2.0,37,17,4.0,7.906229606947442,10.580911772630838
0,0,1,0,17.0170367851974,2,4,2,1,0,0,0,11,1.0,1.0,47,25,4.0,7.050134288272157,12.149507585033072
1,0,0,0,16.834715236543456,4,4,1,1,0,0,0,8,2.0,1.0,57,5,0.0,6.887654698911095,11.274046255019954
0,0,0,0,17.77917681553761,4,1,1,1,1,1,0,18,2.0,2.0,29,5,4.0,32.02340476002214,12.218500103788145
1,0,1,0,17.373711716926124,4,4,3,1,0,0,0,3,1.0,2.0,40,9,3.0,14.917127071823204,12.506180941677355
0,0,0,0,16.834715236543456,4,1,1,1,0,0,0,3,2.0,2.0,38,6,4.0,9.63008254356466,11.274046255019954
0,1,0,2,16.862886112153483,0,2,1,1,1,1,0,3,4.0,2.0,26,2,3.0,15.49053356282272,10.609081944147828
1,0,1,1,16.834715236543456,0,4,1,1,0,0,0,8,3.0,1.0,29,9,1.0,11.136251148978292,10.86858749601736
1,0,1,0,16.96824662306297,0,4,1,1,1,1,0,16,2.0,2.0,52,9,0.0,7.997156566554114,11.407576060361786
1,1,0,0,17.453754422408117,0,4,1,1,0,0,0,18,2.0,2.0,57,7,3.0,12.39616884217664,11.893079602677563
0,0,1,0,16.275099485238066,4,4,1,1,1,1,0,3,2.0,2.0,51,2,4.0,4.562506336814357,10.714439990727769
0,1,1,0,18.354540952131583,0,1,2,1,1,1,0,10,1.0,2.0,56,13,1.0,28.1195079086116,13.487007879880162
0,0,1,2,16.834715236543456,4,4,2,1,0,0,0,8,3.0,2.0,37,3,2.0,10.471378232830263,10.86858749601736
1,1,1,0,16.414861416464955,4,4,1,1,0,0,0,18,2.0,2.0,50,3,3.0,5.202050663449939,10.854199034612414
0,1,0,0,16.96824662306297,4,4,1,5,0,1,0,18,2.0,2.0,33,0,3.0,14.593805740230255,11.407576060361786
1,0,1,0,16.834715236543456,4,4,3,1,1,1,0,3,1.0,2.0,23,4,2.0,15.901060070671376,11.967187086434018
0,0,0,0,16.862886112153483,4,4,1,1,1,0,0,6,2.0,1.0,46,4,3.0,8.72233887901793,11.302216779257382
0,1,0,0,17.086029653971018,4,1,1,1,0,0,0,0,2.0,1.0,25,0,0.0,21.58618484170131,11.525357861463222
0,0,1,0,16.680564564856205,4,4,1,1,0,1,0,10,2.0,0.0,40,1,2.0,8.766803039158386,11.119897691565695
1,1,1,0,17.453754422408117,4,1,0,1,0,0,0,10,2.0,2.0,45,4,0.0,16.08114794656111,11.893079602677563
0,0,1,0,16.169738979076914,0,4,1,1,0,0,0,14,2.0,2.0,42,9,4.0,4.244615626473825,10.609081944147828
0,0,1,0,16.275099485238066,4,4,1,2,0,0,0,8,2.0,2.0,48,15,1.0,3.8688045393973263,10.714439990727769
0,0,1,0,16.112580570823248,0,4,4,1,1,1,0,14,1.0,2.0,55,32,4.0,2.386746536877574,11.245059091624617
1,1,1,0,17.527862392683378,4,1,1,1,0,0,0,4,2.0,0.0,50,7,3.0,14.907008660262171,11.967187086434018
0,0,0,1,17.086029653971018,0,1,2,1,1,1,0,18,2.0,0.0,42,21,0.0,8.607132231053683,11.525357861463222
0,1,1,0,17.086029653971018,2,4,1,1,0,0,1,11,2.0,2.0,32,12,3.0,12.286130323989807,11.525357861463222
1,1,1,0,17.373711716926124,0,4,1,1,0,1,0,18,2.0,2.0,47,8,1.0,13.170731707317072,11.81303746480054
0,0,1,0,16.834715236543456,2,1,1,1,0,0,0,10,2.0,1.0,60,20,3.0,5.285057548404416,11.274046255019954
0,0,0,1,17.733714442344265,0,1,1,1,0,0,0,18,3.0,1.0,41,1,0.0,24.267887376936105,11.767575435251748
0,0,1,1,16.575204055529493,4,1,1,1,1,0,0,0,3.0,2.0,32,8,4.0,8.129265355279005,10.609081944147828
1,1,1,0,16.74510308243252,4,4,1,1,0,1,0,14,2.0,1.0,28,6,1.0,11.288805268109126,11.184435286790633
0,0,0,1,16.680564564856205,0,4,2,1,0,0,0,12,2.0,1.0,29,7,0.0,9.98003992015968,11.119897691565695
0,0,1,1,16.680564564856205,4,4,1,1,0,0,0,18,3.0,1.0,31,6,3.0,9.69270534175761,10.714439990727769
0,0,1,0,16.834715236543456,2,1,1,1,1,1,0,3,2.0,2.0,55,0,3.0,7.725890316884136,11.274046255019954
0,1,1,0,17.15056817273442,4,4,1,1,0,0,0,10,2.0,1.0,58,9,0.0,8.689705113247777,11.58989576532275
0,0,1,0,17.086029653971018,4,4,1,1,0,0,1,6,2.0,1.0,41,22,1.0,8.578327543844786,11.525357861463222
0,1,1,0,17.191390165830175,4,1,1,1,0,0,0,18,2.0,2.0,45,7,4.0,11.562178828365878,11.630717389475995
1,0,0,0,16.96824662306297,4,4,1,1,1,1,0,8,2.0,1.0,52,13,4.0,7.420232500618352,11.407576060361786
0,0,1,1,17.191390165830175,0,1,1,1,0,1,0,10,3.0,2.0,43,7,0.0,12.302476898682269,11.225256725762891
0,0,1,1,16.834715236543456,4,4,1,1,0,1,0,14,3.0,0.0,38,0,0.0,11.000139684313451,10.86858749601736
1,0,1,0,17.1295147642943,4,4,3,1,1,1,0,3,1.0,1.0,27,3,0.0,18.92956233777857,12.26198500558968
0,0,0,0,17.322418424038048,0,1,1,1,0,0,1,5,2.0,0.0,30,7,3.0,18.617986499237865,11.761744560273572
0,0,1,0,17.286700342526494,4,4,3,1,0,0,0,18,1.0,2.0,60,6,0.0,10.088452288753924,12.41916990138676
0,1,0,1,17.527862392683378,0,1,1,1,0,0,0,0,3.0,2.0,39,6,2.0,18.505463517800493,11.561725152903833
0,0,0,0,16.275099485238066,4,4,3,1,0,0,0,8,1.0,0.0,42,0,0.0,5.74345883854499,11.407576060361786
1,1,1,0,18.57768450130904,0,1,1,1,0,0,0,10,2.0,2.0,41,15,0.0,43.28379743182802,13.017005083966255
0,0,0,0,15.764273918452126,4,1,1,1,1,0,0,11,2.0,2.0,40,12,4.0,2.748651124910924,10.203629181337648
0,1,1,0,17.8845373292961,4,1,1,1,0,1,0,10,2.0,2.0,48,13,4.0,19.691930684403992,12.323860125621126
0,0,1,0,18.192022024519176,2,4,1,1,0,0,1,0,2.0,2.0,34,10,4.0,37.59675635827497,12.631343648903034
0,0,1,1,17.191390165830175,4,1,1,1,0,0,0,14,3.0,2.0,35,3,3.0,15.608740894901144,11.225256725762891
0,0,1,0,16.49824301945826,4,1,0,1,0,0,0,3,2.0,2.0,35,3,4.0,8.042607949671147,10.937579097686422
0,0,0,1,16.96824662306297,4,1,1,1,0,0,0,8,3.0,2.0,31,10,3.0,11.689070718877849,11.002116507732016
0,0,0,1,16.680564564856205,0,4,2,1,0,0,0,6,2.0,1.0,41,21,3.0,5.831785390297637,11.119897691565695
1,1,1,0,17.527862392683378,0,2,1,1,0,0,0,6,2.0,1.0,42,6,0.0,17.344859864544905,11.967187086434018
0,0,1,0,16.680564564856205,4,4,3,1,1,0,0,8,1.0,2.0,48,5,1.0,6.929117692347175,11.81303746480054
0,0,1,0,15.764273918452126,0,4,1,1,0,0,0,11,2.0,2.0,50,9,3.0,2.45912837560909,10.203629181337648
